item_type,date_uploaded,source_file,creator,title,creation_date,source_url,format,description,digital_id,rights_advisory,language,location,notes,subject,image_url
Item,2024-12-18,../si676-assignment-1.1/movie-item-metadata\movie-item_metadata-2017788750.json,"['Lee, Russell, 1903-1986, photographer']","Movie theater. Southside, Chicago, Illinois",1941-01-01,//www.loc.gov/pictures/item/2017788750/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",Photo shows Regal Theater and Savoy Ballroom.,//hdl.loc.gov/loc.pnp/fsa.8c00649,"No known restrictions. For information, see U.S. Farm Security Administration/Office of War Information Black & White Photographs https://www.loc.gov/rr/print/res/071_fsab.html",['english'],"['cook county', 'united states', 'illinois', 'chicago']","['Title and other information from caption card.', 'Transfer; United States. Office of War Information. Overseas Picture Division. Washington Division; 1944.', 'More information about the FSA/OWI Collection is available at http://hdl.loc.gov/loc.pnp/pp.fsaowi', 'Temp. note: usf34batch4', 'Film copy on SIS roll 1, frame 634.']","['safety film negatives', 'chicago', 'cook county', 'united states', 'illinois']",https://tile.loc.gov/storage-services/service/pnp/fsa/8c00000/8c00600/8c00649t.gif#h=111&w=150
Item,2024-12-18,../si676-assignment-1.1/movie-item-metadata\movie-item_metadata-2017788764.json,"['Lee, Russell, 1903-1986, photographer']","Crowd coming out of Regal movie theater. Southside of Chicago, Illinois",1941-01-01,//www.loc.gov/pictures/item/2017788764/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",Description Unavailable,//hdl.loc.gov/loc.pnp/fsa.8c00662,"No known restrictions. For information, see U.S. Farm Security Administration/Office of War Information Black & White Photographs https://www.loc.gov/rr/print/res/071_fsab.html",['english'],"['cook county', 'united states', 'illinois', 'chicago']","['Title and other information from caption card.', 'Transfer; United States. Office of War Information. Overseas Picture Division. Washington Division; 1944.', 'More information about the FSA/OWI Collection is available at http://hdl.loc.gov/loc.pnp/pp.fsaowi', 'Temp. note: usf34batch4', 'Film copy on SIS roll 1, frame 647.']","['safety film negatives', 'chicago', 'cook county', 'united states', 'illinois']",https://tile.loc.gov/storage-services/service/pnp/fsa/8c00000/8c00600/8c00662t.gif#h=111&w=150
Item,2024-12-18,../si676-assignment-1.1/movie-item-metadata\movie-item_metadata-2018675543.json,"['Hine, Lewis Wickes, 1874-1940, photographer']","Newsie, ten years old. Going into a moving picture theatre with his papers.  Location: Schenectady, New York (State)",1910-01-01,//www.loc.gov/pictures/item/2018675543/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",Description Unavailable,https://hdl.loc.gov/loc.pnp/nclc.03455,"No known restrictions on publication. For information see: ""National Child Labor Committee (Lewis Hine photographs),"" https://hdl.loc.gov/loc.pnp/res.097.hine",['english'],"['new york (state)', 'united states', 'new york', 'schenectady']","['Title from NCLC caption card.', 'Attribution to Hine based on provenance.', 'In album: Street trades.', 'Hine no. 1295.', 'Credit line: National Child Labor Committee collection, Library of Congress, Prints and Photographs Division.', 'General information about the National Child Labor Committee collection is available at: https://hdl.loc.gov/loc.pnp/pp.nclc', 'Forms part of: National Child Labor Committee collection.']","['new york (state)', 'schenectady', 'photographic prints', 'boys', 'united states', 'motion picture posters', 'newspaper vendors']",https://tile.loc.gov/storage-services/service/pnp/nclc/03400/03455t.gif#h=114&w=150
Item,2024-12-18,../si676-assignment-1.1/movie-item-metadata\movie-item_metadata-2018675548.json,"['Hine, Lewis Wickes, 1874-1940, photographer']","In an alley back of a moving picture theatre on First Street. Children were hanging about the ""stage"" entrance--""peeking in."" Photo taken at 10:30 P.M. Little tot on right said was 5 years old.  Location: Troy, New York (State)",1910-01-01,//www.loc.gov/pictures/item/2018675548/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",Description Unavailable,https://hdl.loc.gov/loc.pnp/nclc.04622,"No known restrictions on publication. For information see: ""National Child Labor Committee (Lewis Hine photographs),"" https://hdl.loc.gov/loc.pnp/res.097.hine",['english'],"['united states', 'troy', 'new york (state)', 'new york']","['Title from NCLC caption card.', 'Attribution to Hine based on provenance.', 'In album: Miscellaneous.', 'Hine no. 1300.', 'Credit line: National Child Labor Committee collection, Library of Congress, Prints and Photographs Division.', 'General information about the National Child Labor Committee collection is available at: https://hdl.loc.gov/loc.pnp/pp.nclc', 'Forms part of: National Child Labor Committee collection.']","['motion picture theaters', 'troy', 'photographic prints', 'alleys', 'street children', 'new york (state)', 'night', 'united states', 'city & town life']",https://tile.loc.gov/storage-services/service/pnp/nclc/04600/04622t.gif#h=108&w=150
Item,2024-12-18,../si676-assignment-1.1/movie-item-metadata\movie-item_metadata-2018700162.json,"['Highsmith, Carol M., 1946-, photographer']","Lobby chandeliers at the Landmark Theatre in Syracuse, New York The Landmark, designed by Thomas W. Lamb, opened in 1928",2018-01-01,https://www.loc.gov/pictures/item/2018700162/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",Description Unavailable,https://hdl.loc.gov/loc.pnp/highsm.52043,No known restrictions on publication.,['english'],"['syracuse', 'united states', 'new york (state)', 'new york']","['The Landmark Theatre is the city\'s only surviving example of the opulent ""movie palaces"" of the 1920s. It was one of the first, if not the very first great ""Oriental-style"" movie theater, predating Grauman\'s Chinese Theater in Hollywood, California, and two additional Loew\'s ""Oriental palaces"" in New York City.', 'Title, date and keywords based on information provided by the photographer.', 'Purchase; Carol M. Highsmith Photography, Inc.; 2018; (DLC/PP-2018:052-2)', ""Forms part of Carol M. Highsmith's America Project in the Carol M. Highsmith Archive."", 'Credit line: Photographs in the Carol M. Highsmith Archive, Library of Congress, Prints and Photographs Division.']","['thomas w. lamb', 'digital photographs', 'landmark theatre', 'america', 'oriental-style theaters', 'syracuse', 'movie palaces', 'chandeliers', 'color', 'new york (state)', 'united states']",https://tile.loc.gov/storage-services/service/pnp/highsm/52000/52043r.jpg#h=513&w=640
Item,2024-12-18,../si676-assignment-1.1/movie-item-metadata\movie-item_metadata-2018700433.json,"['Highsmith, Carol M., 1946-, photographer']","The Stanley Theatre, a historic and ornate movie palace that opened in 1928 in Utica, New York",2018-01-01,https://www.loc.gov/pictures/item/2018700433/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",Description Unavailable,https://hdl.loc.gov/loc.pnp/highsm.52314,No known restrictions on publication.,['english'],"['new york (state)', 'united states', 'new york', 'utica']","['Thomas W. Lamb, a prolific theatre architect, designed the 2,963 -seat cinema for the Mastbaum chain of theatres. The theatre was named for Stanley, one of the Mastbaum brothers. Its design motif is called ""Mexican Baroque"" because of its unique blend of styles. The terra cotta and tiled mosaic exterior shows the Mexican influence, the interior is lavish gold-leaf baroque.', 'Title, date and keywords based on information provided by the photographer.', 'Purchase; Carol M. Highsmith Photography, Inc.; 2018; (DLC/PP-2018:052-2)', ""Forms part of Carol M. Highsmith's America Project in the Carol M. Highsmith Archive."", 'Credit line: Photographs in the Carol M. Highsmith Archive, Library of Congress, Prints and Photographs Division.']","['new york (state)', 'stanley theatre', 'america', 'united states', 'stanley mastbaum', 'digital photographs', 'utica', 'mexican baroque', 'color', 'movie theaters']",https://tile.loc.gov/storage-services/service/pnp/highsm/52300/52314r.jpg#h=640&w=528
Item,2024-12-18,../si676-assignment-1.1/movie-item-metadata\movie-item_metadata-2018730565.json,"['Gottscho-Schleisner, Inc., photographer']",Loew's State Theater. Mezzanine II,1959-01-01,https://www.loc.gov/pictures/item/2018730565/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",Description Unavailable,https://hdl.loc.gov/loc.pnp/gsc.5a26545,"No known restrictions on publication. For information, see: ""Gottscho-Schleisner Collection""  https://hdl.loc.gov/loc.pnp/res.104.gott",['english'],"['new york', 'united states', 'new york (state)']","[""Title and date from original negative sleeves or photographer's registers."", 'Credit line: Gottscho-Schleisner Collection, Library of Congress, Prints and Photographs Division.', 'General information about the Gottscho-Schleisner Collection is available at: https://hdl.loc.gov/loc.pnp/pp.gsc', 'Forms part of: Gottscho-Schleisner Collection (Library of Congress)', 'Temp. note: Batch two.']","['new york (state)', 'new york', 'motion picture theaters', 'united states', 'acetate negatives']",https://tile.loc.gov/storage-services/service/pnp/gsc/5a26000/5a26500/5a26545t.gif#h=116&w=150
Item,2024-12-18,../si676-assignment-1.1/movie-item-metadata\movie-item_metadata-2018749273.json,"['Gottscho-Schleisner, Inc., photographer', 'Weiss & Basser, client']","RKO theatre candy stand, New York City. Stand II, view II",1949-01-01,https://www.loc.gov/pictures/item/2018749273/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",Description Unavailable,https://hdl.loc.gov/loc.pnp/gsc.5a16555,"No known restrictions on publication. For information, see: ""Gottscho-Schleisner Collection""  https://hdl.loc.gov/loc.pnp/res.104.gott",['english'],"['new york (state)', 'united states', 'new york']","['Item title devised.', 'Credit line: Gottscho-Schleisner Collection, Library of Congress, Prints and Photographs Division.', 'General information about the Gottscho-Schleisner Collection is available at: https://hdl.loc.gov/loc.pnp/pp.gsc', 'Forms part of: Gottscho-Schleisner Collection (Library of Congress)', 'Temp. note: Batch six.']","['motion picture theaters', 'new york', 'new york (state)', 'acetate negatives', 'united states']",https://tile.loc.gov/storage-services/service/pnp/gsc/5a16000/5a16500/5a16555t.gif#h=150&w=109
Item,2024-12-18,../si676-assignment-1.1/movie-item-metadata\movie-item_metadata-96509424.json,Creator Information Unavailable,"[Entrances of moving picture theaters, no. 10, Normal Theatre, 6850 Halstead Street, Chicago--interior]",1909-01-01,https://www.loc.gov/pictures/item/96509424/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",Description Unavailable,//hdl.loc.gov/loc.pnp/cph.3b38428,Undetermined,['english'],"['chicago', 'illinois']","['Halftone reproduction of photograph.', ""Copyright by Decorators' Supply Co.""]","['interiors', 'halftone photomechanical prints', 'illinois', 'chicago', 'motion picture theaters']",https://tile.loc.gov/storage-services/service/pnp/cph/3b30000/3b38000/3b38400/3b38428t.gif#h=107&w=150
Item,2024-12-18,../si676-assignment-1.1/movie-item-metadata\movie-item_metadata-97520513.json,['Courier Company.'],"Lyman H. Howe's high class moving pictures - new magic pictures / Courier Co. litho., Buffalo, N.Y.",1898-01-01,https://www.loc.gov/pictures/item/97520513/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}","Motion picture poster for ""Lyman H. Howe's high class moving pictures - new magic pictures"" shows people watching motion picture in theater, includes insert of head-and-shoulders portrait of Lyman H. Howe.",//hdl.loc.gov/loc.pnp/ppmsc.03645,No known restrictions on publication.,['english'],Location Information Unavailable,"['Title from item.', 'Copyright stamp on verso obscured by linen backing.', 'Copyright 1898 by Lyman H. Howe.', 'Exhibited: ""Moving Pictures : The Un-easy Relationship between American Art and Early Film"" at the Williams College of Art, MA, and other venues, 2005-2007.']","['motion picture posters', 'motion pictures', 'chromolithographs', 'howe, lyman h.', 'portrait prints', 'color', 'american', 'motion picture theaters']",https://tile.loc.gov/storage-services/service/pnp/ppmsc/03600/03645t.gif#h=150&w=112
Item,2024-12-18,../si676-assignment-1.1/movie-item-metadata\movie-item_metadata-fl0182.json,"['Historic American Buildings Survey, creator', 'Urban, Joseph Maria', 'Kasparek, Kate, transmitter']","Paramount Theatre, Sunrise Avenue & North County Road, Palm Beach, Palm Beach County, FL",Creation Date Unavailable,https://www.loc.gov/pictures/item/fl0182/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",Description Unavailable,Digital ID Unavailable,No known restrictions on images made by the U.S. Government; images     copied from other sources may be restricted.    https://www.loc.gov/rr/print/res/114_habs.html,['english'],"['palm beach', 'palm beach county', 'florida']","['Significance: Built as a movie theatre just before the advent of talking films, it is one of the last theatres built especially for silent movies.  However, its architect, the Viennese Joseph Maria Urban, a noted theatre architect and stage designer, saw to it that the theatre was acoustically suited to the musical accompaniment of silent films, to which purpose he had installed a large pipe organ, as well as to the sound of live stage performances.  These acoustics of the house would serve also the talking picture, of whose impending approach Urban was well aware.  Entered on National Register 12/12/73. ', 'Survey number: HABS FL-230 ', 'Building/structure dates: 1926 Initial Construction ', 'National Register of Historic Places NRIS Number: 73000599 ']","['theaters', 'motion picture theaters']",https://tile.loc.gov/storage-services/service/pnp/habshaer/fl/fl0100/fl0182/color/572048cr.jpg#h=462&w=640
Item,2024-12-18,../si676-assignment-1.1/movie-item-metadata\movie-item_metadata-mi0020.json,"['Historic American Buildings Survey, creator', 'Eberson, John', 'Boucher, Jack E., photographer', 'Stross, Allen, photographer', 'Wheeler, Lucy Pope, historian', 'Myers, Denys Peter, architectural historian', 'Morrison, Andrew Craig, delineator', 'Fraser, Clayton B., delineator']","Grand Riviera Theatre, 9222 Grand River Avenue, Detroit, Wayne County, MI",Creation Date Unavailable,https://www.loc.gov/pictures/item/mi0020/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",Description Unavailable,Digital ID Unavailable,No known restrictions on images made by the U.S. Government; images     copied from other sources may be restricted.    https://www.loc.gov/rr/print/res/114_habs.html,['english'],"['michigan', 'detroit', 'wayne county']","['Significance: The Grand Riviera is a representative example of a large neighborhood moving picture theatre of the mid-1920s.  The octagonal corner entrance tower is a distinctive feature of the exterior, and the ""atmospheric,"" or outdoor effect of the auditorium, a popular novelty of the period, is a freely romanticized representation of a Mediterranean garden. ', 'Survey number: HABS MI-270 ', 'Building/structure dates: 1925 Initial Construction ']",['motion picture theaters'],https://tile.loc.gov/storage-services/service/pnp/habshaer/mi/mi0000/mi0020/photos/089743pr.jpg#h=506&w=640
